,A2M,AGL,ALL,ALQ,ALU,ALX,AMC,AMP,ANN,ANZ,APA,APT,AST,ASX,AWC,AZJ,BEN,BHP,BLD,BOQ,BPT,BSL,BXB,CAR,CBA,CCL,CGF,CHC,CIM,COH,COL,CPU,CSL,CTX,CWN,CWY,DMP,DOW,DXS,EVN,FBU,FLT,FMG,FPH,GMG,GOZ,GPT,HVN,IAG,IEL,ILU,IPL,JBH,JHX,LLC,MFG,MGR,MPL,MQG,NAB,NCM,NST,ORG,ORI,OSH,QAN,QBE,QUB,REA,RHC,RIO,RMD,S32,SAR,SCG,SEK,SGP,SGR,SHL,SKI,SOL,SPK,STO,SUN,SVW,SYD,TAH,TCL,TLS,TPM,TWE,VCX,VEA,WBC,WES,WOR,WOW,WPL,WTC,XRO
CBA,9.296554712203805e-05,0.0004979073675712709,0.0011652645268874682,0.0008315326082537282,0.0007812126937855657,0.0007107530528125962,0.0003341299336411261,0.0010964281849733064,0.0007972348055755316,0.0012713866127923594,0.000453324002782165,0.0014107612972152613,0.00017411073061651095,0.0002968874912308361,0.0006858013611092124,0.0005633997176029029,0.0010387551559370813,0.0004167929433950406,0.00136538720434247,0.0007775105959443972,0.0008795994006674065,0.0005384891900332784,0.00045228135341173213,0.0008545637352334629,0.0011863508523826966,0.0007371650715446122,0.0019780131461168606,0.0010658194776358915,0.0006032553426684802,0.00046462548135516913,-1.573910438284199e-05,0.001002903068834954,0.0004231300605049604,0.0006424752091975914,0.0009449506702701984,0.0005512759381044262,0.0004712881361644048,0.0010876569794135824,0.0006404027608160747,0.0001390968121078725,0.000764912197902182,0.0018225598257181961,-0.0001819727096094034,0.00021455302862673933,0.0007613009885289647,0.000808009443739538,0.001017055965007336,0.0010155486320581075,0.0004250732856489393,0.0014762301331090475,0.00043901930835852135,0.0009750890951271756,0.0008070433647247171,0.0009116248621367022,0.0010422181917086675,0.0012466655055487796,0.0008633214646992317,0.0004930112342265995,0.0011216400285334058,0.0012761196689922037,0.00016468115914202743,0.0001060750298371715,0.0009319103032542777,0.0007175167515418666,0.0014098731501768378,0.0013335230264863963,0.0010756716251729,0.0009581330408434388,0.0007183141990917475,0.0008135254283481131,0.00022254695164872007,0.0004673991424163779,0.000577972132028846,5.5303056584383747e-05,0.0012873114538911952,0.0010664823812500746,0.0013749608187009876,0.001371158942376465,0.0005976613937919696,0.00037991260583454577,0.0005065822618945878,0.00016969291375372128,0.0013220067254078199,0.0006971092401630605,0.001038581895636227,0.0007860596135987786,0.0008596860067446374,0.0006801020809452197,0.0004350585186688189,0.0005158463896522247,0.0003990099076756263,0.0011874169038867668,0.0008009495258047449,0.0012657121555709034,0.000771077673526242,0.00109860010106767,0.00033179516231818295,0.0009921748245635216,0.0006253815431908667,0.00046634158426869685
CCL,0.00015361036875970416,0.0004965488227522413,0.0014386356998062817,0.0009182080239581834,0.0003386426577385244,0.000795012538898825,0.00026895586415576363,0.0007007970276046792,0.0006668028628702145,0.0009380985131221356,0.00037307037630437365,0.0013580613730519388,-2.06990248338602e-05,0.00026968561521567065,0.0006191415008765033,0.0005810143869882853,0.0006535419261729025,0.0002741309197057306,0.0016581175083547363,0.0008194945390260367,0.0014073163193488924,0.0008189361498288541,0.00033528668250581333,0.0009117362406505365,0.0007371650715446122,0.001453601878108624,0.0016721411155787207,0.0015492137089654701,0.000456942517377764,0.0010492016415556398,0.00020541029508078582,0.0009187395150106416,0.0006743499804591296,0.0008549137174018612,0.0009239051511946088,0.00115466678919791,0.0006842818005088916,0.0015366582066901149,0.0009882040847618001,0.0001824954205488409,0.00115403562108163,0.0019948859805068954,0.00026038337835908234,-5.567170909774907e-05,0.0010207138624773373,0.0010915969598743218,0.001470521378666021,0.0010799125583377568,0.0006525702241286904,0.0012991267992762637,0.0005191422762687258,0.0009141881054784428,0.0010664075377280113,0.0011986903499459714,0.001696771295830474,0.0012333259336231377,0.0013274728231294586,0.0003369307258291802,0.0013093457222579645,0.0009171522406468561,0.0005038130593735764,0.0002764490385040564,0.0012572682948992662,0.0007764409091647252,0.0015739086006243378,0.0011288179383766772,0.0012196115642699968,0.0008366379248276254,0.0010208250432100358,0.0009462834463555008,0.00021029671830160175,0.00043364852424694774,0.00046461463621657125,0.0003326125251298444,0.0017133353268393439,0.0010687270858612957,0.0019745316941179127,0.0013868733773682313,0.0009617946500281378,0.00023738066729938584,0.00042063789591844763,0.0007137009886252375,0.0015052619737267266,0.0008381651680787367,0.001084287252366335,0.0006591141459088737,0.0009033920447476895,0.0007990185891813788,0.0005692164426931035,0.0006472756947529265,0.0005880100019636962,0.0016886983334154363,0.0009938636899362275,0.0008740862921816058,0.0007879646851562393,0.001536489374930712,0.0005098659163323028,0.0011845769402870363,0.0006386227710090455,0.000956956637571476
CGF,0.00045626171091457316,0.0009332745652936884,0.0029596305044060677,0.0019316001241088962,0.0012877902434650552,0.0016332849902567909,0.000294784395426066,0.0025719657866036857,0.0018181877340751043,0.0022831831402293514,0.0006328297208688326,0.0039778649629670345,-0.00027466489776118477,0.00024948647504306276,0.001357535260163465,0.0014348393379502175,0.0015258732585233254,0.0005068803668466927,0.003295010743225258,0.0011840009995908536,0.0021459210579468087,0.0012076978234173924,0.0006758637973824882,0.0019407212556270894,0.0019780131461168606,0.0016721411155787207,0.006718071289476026,0.0026585912327555454,0.0008013705138206856,0.0014079239603346835,-0.0005075207247241956,0.0018975318828780218,0.0011915024540578728,0.001801157530154775,0.002122044388441056,0.0013999881048308654,0.0013504648796446128,0.0026105913722924033,0.00162959143861463,0.00036290948408196084,0.0013636806306396869,0.004785042554280385,-0.0005352801628279463,0.0005295971283820433,0.001676751537599482,0.002038824820531691,0.0029534833574523557,0.0019098148708488881,0.0012698057614350766,0.0035971744701330435,0.0006658070891154159,0.0021991367024792392,0.0018497967178998027,0.00249456769844574,0.0030430043815032216,0.002531995702258143,0.0022395251767395722,0.0007616951685221551,0.0028316865866333803,0.0024562360340043402,0.000664730836488954,0.0004130749251229815,0.002598889187136409,0.0016909967727283396,0.0034305996556575303,0.0032623391783117303,0.002590580034129184,0.002020433696300211,0.0017642632103502525,0.0018747979690162306,0.00022969989246102575,0.0012331831576460625,0.0013288148772896806,5.6315104264202746e-05,0.003555378485825379,0.0023302109347612524,0.003960264873672072,0.0038304390336773558,0.001848884477739816,0.0003124218164542913,0.0006044616824345653,0.0008265391885435976,0.0032314052258212806,0.0017048800768495014,0.0023441784780607413,0.0017916148288137231,0.0021520904582734636,0.0018835112848347118,0.0008106654381584678,0.001227605804168167,0.0002908333187911563,0.003294361333840078,0.0019896543396651757,0.002181965852219359,0.0016992305232398574,0.003278308697057064,0.00031415207839217486,0.002326496787927092,0.000657500546292487,0.0017862277884122862
CHC,0.0002756857471075783,0.0007541189723304488,0.001998925862857067,0.0015785356211646417,0.0009548517227169624,0.0017576100342940513,0.00036553823207635173,0.0010660720150727791,0.0010714579111725999,0.0014370875711096616,0.0008192857799952708,0.0021596084576605734,0.00024763145481662355,0.0005731520105289133,0.000838174012935141,0.0009296389408782409,0.0009273422177130025,0.0005862786321089707,0.002174926417774904,0.0009271250927958411,0.0019712748433824328,0.0009108828852705179,0.0005947998428810251,0.0014412500683933383,0.0010658194776358915,0.0015492137089654701,0.0026585912327555454,0.0031748795217932634,0.0006432113367812479,0.0012187804773536712,-3.1932663828633934e-05,0.0013978313295384464,0.0009733110152304646,0.0015268590528991156,0.0014014077571476264,0.0014010427723807977,0.0010958633576511143,0.002320724004375717,0.0017359043346589365,0.0009108930053315205,0.0010776468406780378,0.00333595325977159,0.00021132079889371968,-2.49903335210556e-05,0.0016097495167182749,0.0018376028810260581,0.002459749912612556,0.0014033538895874434,0.0009089328844033206,0.002542924472279241,0.0008724399136876064,0.001265191342510192,0.0014768675829888841,0.0016803239695813738,0.0021273998156308848,0.001991113927840401,0.0021069694205231473,0.000463683194723024,0.001931281993814516,0.0014419966224528693,0.001203255431675136,0.0010626643925999324,0.0017626503749609466,0.001148497866066252,0.0026131329405778706,0.0017609323949523178,0.0020114567274610255,0.001488134095876022,0.0014452403816641597,0.0012368095205978467,0.0003595751234233906,0.0006393552616644954,0.0008001321232854157,0.0011885561057263286,0.0027058590839887623,0.001519643960575292,0.002983093272839524,0.0020368027418582713,0.001458886449190539,0.0006202079919707159,0.0004903127517427735,0.0008401638484176899,0.002595273107884993,0.001415799524141841,0.0014079134809347523,0.0012793477759968407,0.001578007368304333,0.0014457860427082609,0.0009952456336907373,0.0007753869949560421,0.0006074987625906133,0.0026204237927690663,0.001508256256676987,0.0013770933224378093,0.0010536172302379433,0.002474320083741911,0.0006409628155723317,0.0018760665707539075,0.0009716254722366473,0.0011211991035080702
CIM,-0.00022523785489196992,0.0005293467284217806,0.0014258360762756139,0.0010529509880686603,0.0007575344619059716,0.0005250670825688861,0.0006491307913977002,0.0014584835876976267,0.0008130473785765091,0.0007620294385459926,0.00036316726104770495,0.002150525045079629,0.00030524687598659436,0.000399423199744267,0.0009459019199860688,0.0011076759251026388,0.0004017316989402934,0.0007708120787771436,0.0008971016087758882,0.00023138181105164413,0.0015123266714116628,0.0004832653097878203,0.0004386849018612698,0.0009187030963927299,0.0006032553426684802,0.000456942517377764,0.0008013705138206856,0.0006432113367812479,0.002792665951209691,0.0009769095567696685,0.00010807908730295061,0.0009651101839015203,0.00043221151773589013,0.0009100996468660015,0.0013331807199838206,0.0007263735086691872,0.0007503824112003185,0.0014364518613246694,0.00046629002824926904,-0.0003620396224901723,0.0005733810583765815,0.0015380682905577598,0.0002002906936548242,0.00027811099380258784,0.0007165558196954574,0.0004942944815370199,0.0008320168747991312,0.0009078964462489159,0.0010343520003440842,0.0010962709419775464,0.000649024983319759,0.0011215255772110474,0.0003190470787354406,0.0007156001075995551,0.0009111524218690641,0.0014079399056998252,0.0006948083124576307,0.00044666778031975574,0.0009888734689474416,0.0006336646394848044,0.0001797732597017778,-0.0006839671222394018,0.0012099248316199819,0.0009179078692936829,0.0016159818262164206,0.0019585306467649263,0.0012303693308414836,0.0012834726005492762,0.0008471471700704085,0.0008380502913278752,0.0008087648287181209,0.00038383541143859355,0.001149628887313059,-6.622061025146537e-05,0.0009161783260630081,0.0008737505605921563,0.0009865827885547898,0.001882207780464685,0.0006443942539791514,0.00017679695691762154,0.000907856551471524,0.0003816693399386998,0.001543711300466037,0.0006312509580434449,0.0015639266876624812,0.0012911627238717167,0.0006466122089766311,0.0008684582175084878,0.0005122593694560949,0.000319811451491525,0.0005812960889781026,0.000623187117849526,0.001095213838474976,0.000714586242816402,0.00048642849413272265,0.0016980771567067128,0.00019395499487834226,0.0013481460056307597,0.0015909844093629922,0.0012173670743092072
COH,-6.355164893797676e-06,0.00039171658300018265,0.0017914085642610426,0.0008337614276319867,0.0001943384553220418,0.0006588960815044953,-0.00011554961418980982,0.00046488413080273295,0.0010712492964548288,0.0006450990410491552,7.153348439626807e-05,0.003045350398686154,-0.00016978573763378493,0.0002769343721340843,0.00045263680810056646,0.0012077152864983156,0.0003795981680512097,-6.131264471160443e-05,0.0012538170135234727,0.0005214060120415563,0.001322976607072729,0.0007670379488591112,0.00016253030130867016,0.0009623259944943385,0.00046462548135516913,0.0010492016415556398,0.0014079239603346835,0.0012187804773536712,0.0009769095567696685,0.0023336066731865454,0.0003510246189274084,0.0008244338372885228,0.0010129497214927132,0.0009503498456286522,0.0014141674266685152,0.0009521125081562849,0.0009756551044647898,0.0014078502737772812,0.000999098432309536,0.00011100936416758488,0.0005591278628058661,0.0021336745632505073,-0.00021092518895513568,-5.227815167906817e-05,0.0010390076540480926,0.0009297157873771703,0.0016871043410123334,0.0011229258272962347,0.0010531809679999893,0.0017667110939282038,0.00048641796254647504,0.0009435345779244186,0.0009933295572997051,0.0009487893153497269,0.0013439735526533552,0.001416850803220932,0.0014109880854174877,0.0004705098971172016,0.0012701047328721046,0.0006625892671691514,0.0006275036962010317,-0.00023969005631989425,0.0015046027944936396,0.0010388514608663602,0.0013293770133284855,0.0015145582960338314,0.0012654117477524118,0.0013110155063679545,0.0011831670862609252,0.0011194599707274198,8.958985352082217e-05,0.00047379604272217515,0.0004429678946417306,0.0007304610394593894,0.0017073879212064198,0.0012849211543896843,0.002245218753972444,0.0019807619281437053,0.0013797892838586729,-0.0002653068316104086,0.0004993701720641141,0.001052919198328747,0.0015716883865232736,0.0006818667305540311,0.0009868626111684791,0.001062789222373037,0.0010416399267275925,0.0011206337405043514,0.0005770559056127544,0.000582858556964398,0.0006261432201399365,0.001660254114120535,0.000948438241627389,0.000596967935712931,0.0006977417965730357,0.002054551021426786,0.0004664408644824307,0.001198512619638935,0.00210298289529336,0.0017370472468435226
COL,0.00014757382258100715,0.0002023270752975414,-0.00028743677968190586,0.0001288400653587944,0.0002533618456490801,-9.490785242613439e-05,8.074366069534678e-05,-0.00015782830554970543,-7.622349006330343e-05,-0.0001308503134607389,0.00023474502543117492,0.00021468576768030222,0.00019577699576565463,0.00032510178445009186,-2.6300673533096828e-05,-0.00010019458619273419,0.00014007492967542834,0.0001918139008988808,2.1511575802007624e-05,0.00020272429326015723,0.000328987771319596,0.0002456071341502023,2.5950602614549726e-05,0.00030176057110389246,-1.573910438284199e-05,0.00020541029508078582,-0.0005075207247241956,-3.1932663828633934e-05,0.00010807908730295061,0.0003510246189274084,0.0011544705736412314,0.00018314363364499078,0.00018426558292964417,6.022807015586587e-06,1.7574532921210496e-05,9.210574108300776e-05,0.00018170051885555818,0.00018179972533142693,0.00016400036704199316,8.813650066965097e-05,0.00035321143764162225,-0.0005011289882128658,0.00035219152957348025,-1.0950859486503292e-05,0.0002710151953077281,6.83234128924249e-06,-1.5961969521466106e-05,0.00015288204328364996,0.00010996938073905529,-0.0001055433312223532,0.0001715449177359937,9.824531561969735e-06,7.98153254514979e-05,-2.8895704426270435e-05,0.00018144530853980343,0.00035677087776416784,5.757780893778758e-06,0.0001117389415715279,0.0001813461029636744,-0.00013805871929642148,3.0666418234523587e-05,0.00010057834250610593,0.00014698070913209848,0.00010870720739357794,8.13288737367517e-05,-0.00047752656122650687,-0.00010751442435818665,7.411506977695024e-05,0.00027814066250206646,2.531465356889961e-05,0.0002037888664336827,0.00022788776099703754,0.00015456435065399113,0.0003215998801209269,-6.543311947418746e-05,0.00032528987751592547,-0.00010020752517530583,-0.00038232059782017705,0.00020587816183271639,0.0001957267844544979,0.0003150575719941937,0.00025443134985033637,1.1323768028489713e-05,1.1932947441197747e-05,-0.00016990244492992655,-0.0003169063427754737,5.258481201101409e-05,4.657700764622123e-05,0.00021901790074338792,0.0004693956911795192,0.00031219008624762986,0.0002474388656912715,-0.00011262942690781988,-0.00010268165884744367,0.0001799414529370037,6.436168605261561e-05,0.0005772735433572913,2.5147355923806922e-05,0.0012508889166692827,0.0003581943998850023
CPU,0.00013884328808740364,0.0006768896692120351,0.001424019699663942,0.0016638598506149454,0.0011315462103013128,0.0011018188197417789,0.0008513106993424213,0.0011274621960703456,0.0009161509976646115,0.0012715983958377997,0.0005481228358185057,0.0027363574382879953,0.0002430145011866826,0.0004491667735567166,0.000985531103990419,0.0007570937148848402,0.0010608451131688909,0.0008528945223959075,0.0018831965411946244,0.0009036714201692743,0.001865349834711024,0.0009017123827062089,0.0005705582900457776,0.001177947517264673,0.001002903068834954,0.0009187395150106416,0.0018975318828780218,0.0013978313295384464,0.0009651101839015203,0.0008244338372885228,0.00018314363364499078,0.0019064189762302197,0.0005706818266434302,0.0013377697192289049,0.0013323472751313738,0.000959569666739063,0.0005799397200275195,0.0017648282338414522,0.000775166577592945,0.00010034408161835326,0.0010447793296343027,0.002384218823962646,0.0001807160253430371,0.00020523254473951905,0.0009217896665263493,0.0010326269486600232,0.001178148751250375,0.0010064524524104382,0.0006282501711234953,0.0013992050072055599,0.0008428501922447717,0.0013260098250540693,0.000774786765076768,0.001284620264072241,0.0016524080833591746,0.0019302810039160745,0.0010512417469413465,0.00026448726219287856,0.0013876740915884703,0.0012382797584652937,0.00039651786783289684,0.0004437121573500354,0.001532335064927144,0.0010435367655704162,0.002199364099022324,0.002102755743565983,0.0014786428331434705,0.0013636295191465015,0.000843237509338431,0.0007991192101508897,0.0004663262514467415,0.0006363081260034543,0.0009122220875838487,0.0004017818302176165,0.0016915936068333756,0.001279001627505202,0.0015151157003033978,0.0018411100967951118,0.0008234865112055609,0.0004507275881869327,0.0005632268728835335,0.0004109665836731187,0.0021180307693014215,0.000937151316287717,0.0015523846334083804,0.0011758335545893372,0.001130493591798596,0.0009609221446624435,0.0005105329247979939,0.00039723142240222285,0.0008759168039920735,0.0015214881075037495,0.0009669368744224772,0.001098485241000674,0.0008024297508139446,0.0020068849720996616,0.0005700810062182985,0.0016394725372594742,0.001398960014789146,0.0008180795025544791
CSL,0.00020176478626570372,0.00023688864902970402,0.0011392990209518554,0.000737837852318086,0.0005507509450974152,0.0005838488583065602,-6.274748802916802e-05,0.00046552740004848233,0.000706419307869136,0.0005071913521020611,0.0002528387439014929,0.0019492731978123777,-4.003208276233146e-05,0.000269401325702389,0.0003324767502222204,0.0007369115370076928,0.00031505226228981234,0.00020344846559266212,0.0009220161228586899,0.0001247781850242037,0.0007630907135457084,0.0006428391908922072,0.00023651663875685067,0.0008554123671446282,0.0004231300605049604,0.0006743499804591296,0.0011915024540578728,0.0009733110152304646,0.00043221151773589013,0.0010129497214927132,0.00018426558292964417,0.0005706818266434302,0.0010421267777547412,0.0008570177228778861,0.0008694683307481922,0.00054536094846662,0.00076568252171074,0.0009287174745242524,0.0007235129416768077,0.00032064314363283237,0.0001629347673757656,0.0014844116906166083,5.0863937077756006e-05,0.00014385622025543166,0.0008037683488643652,0.0005926883998472285,0.0011947974067889617,0.0008506218345606815,0.0006352707779352987,0.0013402079207455472,0.000369447016705752,0.0007563248200996015,0.0007013332840977516,0.0006318142536244088,0.0009452574880638423,0.0009897066191152963,0.0009318500879986735,0.00018727214502298575,0.0009103763232728457,0.0004987076018081473,0.00048608531610143315,-6.38116173542064e-05,0.0009636314932559354,0.0006499909197719046,0.0009557626849489543,0.0009627558017200106,0.000991815874903758,0.0009505646453222517,0.0007157511521440215,0.0008217903254964576,0.00022455153900269645,0.0005088929693376307,0.0003740120579689345,0.00038711872414231153,0.0011527323623801236,0.0009261676605684759,0.0013947259263752153,0.0012111215179059461,0.0009106948161779878,0.00010421274472844265,0.0004406362992544315,0.0006559872979373994,0.0011972802829624779,0.0005132287131873213,0.0008095120283548585,0.0007394174813633519,0.0008023437973406706,0.0008476617535103111,0.0004941186495976967,0.0005127845281320164,0.00042370108241965337,0.0010903752295302804,0.0006861956851881718,0.000443877031375092,0.0004954730562839511,0.0012611558143662224,0.0004288435379250645,0.0008333724697601381,0.0011306868394941347,0.0010693668122082238
CTX,0.000297803831891603,0.0005123407548856222,0.001681973848624058,0.0015062926369722516,0.000519990708832071,0.0010460919823844165,0.0009192565315984674,0.0009158162101924196,0.0007713953370209089,0.000962645983970051,0.0005347917545900349,0.002904207495841167,0.00010780308118656012,0.0002526988778081661,0.0007712412097025264,0.0010043847598128208,0.00037011876675371294,0.0008299970109295972,0.0022544699090649625,0.00023206853425113735,0.0015441182444361353,0.0006008859783060947,0.0005650003970912806,0.0011279115756106263,0.0006424752091975914,0.0008549137174018612,0.001801157530154775,0.0015268590528991156,0.0009100996468660015,0.0009503498456286522,6.022807015586587e-06,0.0013377697192289049,0.0008570177228778861,0.0031333815040528326,0.0016068891657962648,0.0013048621396649018,0.0009722380930290125,0.0017753936031603148,0.0009942012105323944,0.0003920165335837235,0.0006316288597615933,0.0028900911716268616,1.6105961928110895e-05,0.0002077421006783108,0.0012303338483370468,0.0011409788313041249,0.0017084782730799274,0.0011127299047238696,0.0007853197601777766,0.0013357876368456092,0.000850715522514173,0.0015105547253872818,0.0007072968082312712,0.0013350319632120242,0.0014408336185878048,0.002061045513347041,0.0017154671280774684,0.0001383462947670708,0.0014139005940083525,0.0009974064606567538,0.0008343626851619413,0.000637853959820371,0.001514494530713571,0.0012188137191145442,0.002518478345599562,0.0024875024557149735,0.0014652185304439476,0.0014995762984442065,0.0007206295890318778,0.00099526181894195,0.0005461335738717064,0.0005432236507710567,0.0007707716641638954,0.0012737339923963918,0.0018362642416370164,0.0013114413496124954,0.002131801427875145,0.0021532713104235953,0.0009907330034702232,0.00041349920676227896,0.0005146457638597457,0.001024741371577497,0.0025547445689379457,0.0009732372888903358,0.0013415259296472501,0.0015092774430976528,0.000955285689551511,0.0012435587944782684,0.0009405948136286703,0.0006290575075644114,0.0006572669983703977,0.0016017357232306203,0.001786314658224665,0.0008237855077526718,0.0005487014013725105,0.002621699937387548,0.0001931551557271882,0.0016756994220310827,0.001066297711629959,0.0007955333071130027
CWN,5.5960737882612704e-05,0.0007501342779814258,0.002386972803937629,0.0015148215421351824,0.0006560891378799225,0.0011234405097085354,0.000669294398320811,0.001030942922544108,0.0013153428922946572,0.0011579818149389622,0.00046697525699347225,0.004503039113902287,3.531943812061083e-05,0.0003400274800146415,0.0008734541636216622,0.0016400992010802361,0.0006905728330783632,0.0008645335454014638,0.001726877377572963,0.0003975324293723076,0.001743924143245116,0.0006130411368400608,0.0004743615262290601,0.0012144495074543286,0.0009449506702701984,0.0009239051511946088,0.002122044388441056,0.0014014077571476264,0.0013331807199838206,0.0014141674266685152,1.7574532921210496e-05,0.0013323472751313738,0.0008694683307481922,0.0016068891657962648,0.00252505681869751,0.000903794206811609,0.0011860440343898027,0.001671596497906411,0.0009556984217339475,0.0004670401331762906,0.000386215690412952,0.0030711499238797665,-0.00010307983122576563,0.00016107071329000378,0.001124294081180845,0.0009904476872425619,0.001826071899489697,0.001737926661061525,0.001163220308270914,0.0017859436263629178,0.0006487300181958081,0.001633616089619816,0.0009413718400946392,0.001245799404551201,0.0013944658072361346,0.002061783344415386,0.0016178884341543466,0.00041433880116327455,0.0014663404564996283,0.0012081184402834024,0.0011022659772181634,0.0004264452916855674,0.0018867650535707194,0.0014332638394810879,0.0024338535758884165,0.0030734490793889657,0.0016005053296096218,0.0019504380094771824,0.000943100346839359,0.0012412014587596823,0.000555018584685824,0.0005516424041125405,0.0008314729348898171,0.0011929346271066191,0.001997579244398734,0.0014549789087400955,0.002467339128372796,0.0033305054796010196,0.0012715709302608955,0.00010308244102504584,0.0004466966507545075,0.0011071414046110138,0.0027360873408849716,0.0011234123683210148,0.001550702018291151,0.0020349119862985206,0.001239277749830599,0.001618376034864537,0.0006294457416489858,0.00046168034787499526,0.0007919823720138831,0.001626841235937187,0.0011419092992882417,0.0010923625773183755,0.0008592976810705731,0.002359998624986933,0.00030826504497877776,0.0019186935312461805,0.0023554194856983844,0.00133481985961445
CWY,0.0005983586543538482,0.0005344543633567203,0.0013739607612840612,0.001135083536489754,9.204241691275022e-05,0.0008850341010286697,0.0005029172158267496,0.0008030866573251803,0.000645109313031817,0.0009143885368315023,0.00030465789753166326,0.0024951832121409495,6.612199371324916e-05,0.000277904839608783,0.0006951769803675407,0.0006860708436622763,9.204628658004886e-05,0.00039732558220832243,0.0018378115703848719,0.0005033458850003398,0.0016000739327278087,0.000698395165103973,0.0006019700607961525,0.0007270314141181286,0.0005512759381044262,0.00115466678919791,0.0013999881048308654,0.0014010427723807977,0.0007263735086691872,0.0009521125081562849,9.210574108300776e-05,0.000959569666739063,0.00054536094846662,0.0013048621396649018,0.000903794206811609,0.002720449340590295,0.0007603375173585367,0.001535053641521858,0.0008698899692572275,0.00042002997168305524,0.0010927985281657191,0.0019279476337359012,6.723603250155531e-06,0.00026452310678789663,0.0010695600184490728,0.000991160581998707,0.0012573040693333916,0.0006959458756647492,0.0007642925426259311,0.0016843895867249493,0.0007550843222602531,0.0008043369341105607,0.0005180855757585587,0.0010833859218903241,0.0016506793677592327,0.0016880973383370983,0.0012643277022932474,0.00038561505910791123,0.0013861642282782883,0.0007298202947823724,0.0008178433586389473,0.0011261524273490622,0.0014427796466105276,0.000706772196973767,0.0019115232057616224,0.0014188939050602328,0.0012961340391641635,0.0008245802124288657,0.0008873533637688071,0.0007310426715457869,0.0002512296510811982,0.0004739006219674639,0.0006568748169223339,0.0004320968435984153,0.0016017642906222282,0.0010114163637161562,0.0018554576750288304,0.0012875930232398986,0.0008417372311144638,8.13012962636113e-05,0.0006794307063494645,0.0006387643890817162,0.0015860798472819597,0.0007075025519166931,0.0013673861386672664,0.0005905669956607864,0.0006765427692043449,0.000780817616516723,0.00064479042148228,0.0005554863328564339,0.0007927921979791814,0.0013371120682480872,0.0013759542994257338,0.0007366927497879833,0.0005755371516649543,0.0022107968389501586,0.0003531018518475493,0.0014373935904725863,0.0001305364472220529,0.001079329675828387
DMP,7.128326533181254e-05,0.0002801302581161668,0.0013724785594440053,0.0008998290411696895,-7.740092275597615e-05,0.0005363757206983404,-2.0663467296408585e-05,0.0009345149854321262,0.0007305726930473065,0.000600681312074104,0.00019545150123564928,0.002540371456813388,3.234241725050654e-05,0.00011703187172985987,0.0005693193034068249,0.0008626500905231341,0.0002677749281166186,0.00034219242326594904,0.0010934068528899213,0.00034098437044077063,0.0007824771808163489,0.0005052219112645731,6.733028658050918e-05,0.0008756132357889477,0.0004712881361644048,0.0006842818005088916,0.0013504648796446128,0.0010958633576511143,0.0007503824112003185,0.0009756551044647898,0.00018170051885555818,0.0005799397200275195,0.00076568252171074,0.0009722380930290125,0.0011860440343898027,0.0007603375173585367,0.001616343670896633,0.0010224501921242317,0.0006633348597954509,0.00027127120414342326,0.00042513362596578264,0.0019022553988265883,0.00012158426016193508,-2.1453507749876784e-05,0.0006870435082232248,0.0005118103434057904,0.0012404932887332798,0.0010825539708035508,0.0006021108637239789,0.0013254850107985603,0.00036996350620939857,0.0006874679849379442,0.0007245023239785193,0.0007947189157524909,0.001010909606713709,0.0010954706066688693,0.0009609630643017559,9.0413059520916e-05,0.0010439560170692392,0.0006113931011778289,0.0005940047851147609,-8.726273121796445e-05,0.0009891932902189476,0.0006459989117799083,0.0014594722525507514,0.0015799002422651372,0.0009623772901010204,0.0012049867801997311,0.0006917409894788151,0.0007201207299293417,0.0003265653462903536,0.0003532758644788922,0.0005118036632958542,0.0005277509185237019,0.001164497782253955,0.0008557052348896211,0.0016281991838890256,0.0015817823754116906,0.000874340063344672,6.306205146647273e-05,0.00040209927447351315,0.0008838892300116056,0.0013903719810486864,0.0006788003883735956,0.0009328659660107286,0.0007407414595375532,0.0007546950142933753,0.0008768205063845216,0.0004268695894086235,0.0006188304383401078,0.0005082447170205729,0.0010087588443185996,0.0009029258318293897,0.0005805192387492417,0.0005156271618289485,0.0013216163332611989,0.00024899309484072716,0.0009323807527858489,0.0009764096850205895,0.0008113932963736638
